pdb_id	-logAffi
6gx3	3.6
2bgr	3.6
2xdk	3.6
2oq6	3.6
3b3x	3.6
3kn0	3.6
5lvr	3.6
4qp1	3.61
3ftu	3.61
1pb9	3.62
4nrc	3.62
5kh7	3.66
3oy8	3.66
6fzu	3.67
4mx1	3.68
2za3	3.68
3d7b	3.69
4tte	3.69
2a8g	3.69
3l59	3.7
1loq	3.7
1uy6	3.7
3zlw	3.7
3wkc	3.71
4tln	3.72
3ms2	3.72
2vta	3.73
4yk0	3.74
3gep	3.75
3wkd	3.77
6fuh	3.77
3qi3	3.78
5qax	3.8
1nje	3.8
1li6	3.8
5qb0	3.8
3ai8	3.81
4q9s	3.81
4y2t	3.82
3ril	3.84
5acw	3.84
5dtq	3.86
3lbz	3.86
3npa	3.87
3h03	3.87
5lm4	3.88
5eqe	3.88
1xfv	3.89
3u4i	3.89
3ti1	3.89
4men	3.9
3wk7	3.9
3l5b	3.91
2vth	3.92
6g9i	3.93
2v3d	3.94
2h9n	3.94
6cbg	3.95
5o1c	3.95
3gt9	3.96
5c3k	3.96
1mrs	3.96
3fu6	3.97
5c85	3.98
4i7l	3.99
2g8r	3.99
2qcg	4.0
4tuh	4.0
5jao	4.0
1lgw	4.0
1gfz	4.0
2ohr	4.0
4eym	4.01
5auz	4.01
2vtl	4.01
5u5k	4.02
2wvz	4.02
4k8a	4.02
4msn	4.03
3mt7	4.03
5hng	4.03
4wmv	4.03
2ohp	4.03
5yqn	4.03
2qrm	4.03
1hi5	4.04
5epr	4.04
4y2v	4.04
4xm6	4.05
1pwy	4.05
3thd	4.05
3fjz	4.05
3h2f	4.06
5h9s	4.06
4b85	4.06
1wax	4.07
2va5	4.07
1n2v	4.08
1y2g	4.08
5var	4.09
1o0n	4.09
1y2b	4.09
4do3	4.1
2qiq	4.1
3ewz	4.1
5t7s	4.1
4c66	4.1
2exm	4.11
3oyw	4.11
3l5d	4.11
4mi3	4.12
3qto	4.13
4i7m	4.14
3adu	4.14
5lvq	4.14
5fpi	4.14
5qb2	4.15
2alv	4.15
5aan	4.15
3wk9	4.15
4esi	4.15
5ow1	4.15
3si3	4.16
3qfd	4.17
5x4n	4.17
4w54	4.17
1mns	4.17
5op8	4.18
4q83	4.19
6b0y	4.19
3cft	4.19
6cee	4.19
1ghw	4.2
4u6w	4.21
5wbo	4.21
5n20	4.21
2qmj	4.21
1yon	4.21
3wkb	4.21
5ut6	4.24
5csp	4.24
5oh2	4.24
5ei3	4.25
3u4h	4.25
4lpg	4.25
1li3	4.25
5uiq	4.26
5mgf	4.27
5f2r	4.28
3i4a	4.28
2wmr	4.28
5al1	4.28
3gta	4.28
4y2s	4.28
4i3z	4.29
4z7q	4.29
6fug	4.3
4jc1	4.3
5d6e	4.3
4cqf	4.3
2xnn	4.3
6hdn	4.3
6fuj	4.3
4wyz	4.3
5aic	4.3
4hwt	4.3
3wk8	4.31
4q7p	4.32
4u43	4.32
3l7a	4.33
4ijh	4.33
2uze	4.33
5n3v	4.34
1e3v	4.34
4idz	4.36
1wbw	4.36
4gu9	4.37
1bhf	4.38
2wmu	4.38
3djo	4.39
4b82	4.39
3e62	4.39
5e8w	4.39
5mar	4.39
4bek	4.39
3zls	4.4
2ohs	4.4
3np9	4.4
4exs	4.41
3zqt	4.41
1no6	4.41
5dtr	4.41
3iqi	4.41
5bot	4.41
1h00	4.42
5h9q	4.42
5eps	4.42
5g4o	4.43
2pu2	4.43
3pxq	4.43
3vbt	4.43
2f6v	4.43
5f2p	4.43
2a3c	4.43
5tus	4.43
4zsr	4.44
2amt	4.44
4x2l	4.44
4i8n	4.46
6fui	4.46
1v1k	4.46
3hec	4.47
3hl5	4.47
2f70	4.47
3p17	4.48
4bvb	4.48
5tya	4.48
2wwj	4.48
3kmy	4.49
2prj	4.49
3h26	4.49
5ovx	4.5
5lj1	4.5
4d2w	4.51
1zkn	4.51
2opy	4.52
2bua	4.52
1mrn	4.52
3ccb	4.52
1a85	4.52
2xf0	4.52
5o1f	4.52
3h30	4.53
3zn1	4.54
2zz1	4.54
5etb	4.54
5wg6	4.54
4m5h	4.54
3aqa	4.55
3vby	4.55
4igk	4.55
2qn2	4.55
3djv	4.55
3p8p	4.55
2uzo	4.57
1w2g	4.57
4i11	4.57
6g07	4.57
5ei4	4.58
5j7q	4.58
3mt9	4.59
4yh3	4.59
5yql	4.59
3h2o	4.59
4yh4	4.59
1l2s	4.59
1kak	4.59
3iqh	4.59
4xua	4.59
2jaj	4.6
5yp5	4.6
3k0h	4.6
5yp6	4.6
3vhk	4.6
3iqg	4.6
2vb8	4.6
2ohq	4.6
2yof	4.6
4p58	4.6
5cuh	4.62
2f6t	4.62
3exo	4.62
5ngr	4.62
5m39	4.62
2ybp	4.62
2ybk	4.62
5w8h	4.63
2yhd	4.64
3wbl	4.64
4hbv	4.64
5etl	4.64
4i1r	4.65
3qtv	4.65
4b84	4.66
1h01	4.66
5o1d	4.66
3rme	4.66
2xg5	4.66
6fmk	4.67
4xum	4.67
1ol1	4.68
5auu	4.68
5a5q	4.68
5op6	4.68
5eq1	4.68
2uy4	4.68
5aoj	4.68
6gu4	4.7
5o1b	4.7
3uqf	4.7
1c86	4.7
5h85	4.7
5wbm	4.7
1gpy	4.7
1agw	4.7
2y54	4.7
2qrh	4.71
1v2t	4.71
4o70	4.72
4m5l	4.72
3vp4	4.73
3rl7	4.74
5w0l	4.74
3f3u	4.74
2xg3	4.74
2xzg	4.74
6fse	4.74
4m5m	4.74
3gxt	4.74
3g2j	4.75
5lp6	4.76
5ho7	4.77
5o5a	4.77
2chw	4.77
5mks	4.77
5ccl	4.77
3rm9	4.77
3t3i	4.77
3g2k	4.79
3mlb	4.8
2nta	4.8
1tsv	4.8
3kce	4.8
5eko	4.8
2vwv	4.8
4llp	4.8
3kmx	4.82
2xp8	4.82
4ie5	4.82
2ilp	4.82
4pks	4.82
3unk	4.82
4kwf	4.82
2gzl	4.82
5ayf	4.82
4fys	4.82
3wk5	4.82
4m5j	4.84
4l7n	4.84
2r9x	4.85
1c83	4.85
4w57	4.85
5lyy	4.85
6cq4	4.85
5o1h	4.85
1uu7	4.85
3ru1	4.85
1ecv	4.85
3ik1	4.85
5fbe	4.85
5u5l	4.85
5i40	4.86
1zd5	4.87
2ylo	4.88
3lp4	4.88
5alt	4.88
4l7o	4.88
1pxj	4.89
4l9i	4.89
5l3a	4.89
5ku3	4.89
5ii2	4.89
4cd1	4.89
6iik	4.91
3chd	4.92
4n8d	4.92
6dq4	4.92
5otr	4.92
4re9	4.92
5d3t	4.92
5ehp	4.92
3i6c	4.92
5whc	4.92
2c93	4.92
4b81	4.92
1y2f	4.92
1e1v	4.92
3dgq	4.92
4j47	4.92
3k15	4.92
6bg3	4.92
3uxk	4.93
2vd0	4.94
5f32	4.94
4cft	4.95
4f1q	4.95
4c16	4.96
3unj	4.96
2yoh	4.96
3udr	4.96
5al3	4.96
5sy2	4.96
2c6i	4.96
1cea	4.96
4jsa	4.96
4e3g	4.97
3zn0	4.97
2rox	4.98
3gjs	4.99
3cfn	5.0
2oiq	5.0
4n5g	5.0
1fgi	5.0
2y6c	5.0
1w2h	5.0
4rn1	5.0
3new	5.0
6g7f	5.0
4lv4	5.0
4g11	5.0
3vbv	5.0
1fv9	5.0
4n8r	5.0
5lj2	5.0
3ezr	5.0
3ads	5.01
4m5g	5.01
4uzh	5.01
3smq	5.02
5d1s	5.02
4l7r	5.02
4yat	5.03
4trz	5.03
4z7n	5.04
4z7o	5.04
5d3n	5.04
2oht	5.04
2wmv	5.04
5f25	5.04
5xyy	5.04
5auw	5.05
1gi8	5.05
4ie7	5.05
3s2o	5.05
4yzu	5.05
2brc	5.05
1qxk	5.05
1dgm	5.05
5acx	5.05
4ebw	5.06
5i0b	5.06
5luu	5.06
5c1w	5.06
3f68	5.06
4yab	5.07
2c3l	5.07
4mho	5.08
5n2t	5.08
4ie0	5.08
4drk	5.08
4oiv	5.08
3w2o	5.08
4xx9	5.08
5fhm	5.09
4r4q	5.09
4cq0	5.09
5d3h	5.1
4rn6	5.1
5f39	5.1
3nif	5.1
1zaj	5.1
2am2	5.1
1onz	5.1
4cdr	5.1
5lbq	5.11
4f1l	5.12
5vsb	5.12
4bio	5.12
3kad	5.12
3hb8	5.12
4gj6	5.12
1uv6	5.12
4pci	5.12
3s9e	5.13
3wk4	5.13
1gcz	5.13
3o8g	5.13
6f9u	5.13
2yaz	5.14
2hqu	5.14
4xjt	5.14
5y2f	5.15
5mwz	5.15
1t1s	5.15
4pce	5.15
1g6s	5.15
5alw	5.15
1o0m	5.15
2ooz	5.15
1ljt	5.15
5v83	5.16
1oe0	5.16
5th7	5.16
5ow8	5.16
5fdz	5.17
4m5i	5.17
2zfp	5.17
1xur	5.18
3kag	5.18
2qrg	5.18
5tbp	5.18
6dq5	5.19
2xey	5.19
5h21	5.19
1ogg	5.19
4bw2	5.2
5hg1	5.2
4mk0	5.2
4b70	5.2
3ov1	5.2
3rth	5.21
1re1	5.21
5ty1	5.21
3ijz	5.22
3iof	5.22
1pw6	5.22
1gjd	5.22
3udp	5.22
1zz2	5.22
1gi9	5.22
3vbw	5.22
5cgj	5.22
4mh7	5.23
3lc3	5.23
3qck	5.24
3e16	5.24
5d6q	5.24
3mqf	5.24
4drm	5.24
2vvt	5.24
5d24	5.24
3okh	5.24
4o7e	5.24
4r5x	5.26
4jaj	5.26
5akz	5.26
3chp	5.27
6cj1	5.27
2az5	5.27
6g0w	5.28
4j46	5.28
1f5l	5.28
2x2l	5.28
3o5x	5.28
2vip	5.28
4n9b	5.28
4wy1	5.29
1wum	5.29
1w0x	5.3
2o1v	5.3
5a85	5.3
1xbb	5.3
1yxd	5.3
1di9	5.3
5x9o	5.3
3ri1	5.3
3p8h	5.3
2ww0	5.3
4wvt	5.31
5t4u	5.32
2f6z	5.32
5nhz	5.33
3hkq	5.34
1k06	5.34
3vb5	5.34
1zgi	5.34
2qnb	5.34
3r8i	5.35
6an1	5.35
2nng	5.36
5drt	5.36
4c1d	5.36
3ldq	5.36
5q0l	5.36
5t4e	5.36
2qn3	5.36
6cb5	5.37
6eyb	5.37
5etn	5.37
4kz0	5.38
6g8m	5.38
2xke	5.38
4hlw	5.38
4umq	5.38
4ebv	5.38
1qbv	5.39
1kyn	5.39
4hxr	5.39
2xpa	5.39
3hkt	5.39
5i83	5.39
5ep7	5.4
3qcl	5.4
2g24	5.4
5eqp	5.4
2f35	5.4
5o1i	5.4
4nwd	5.4
1bp0	5.4
3ken	5.4
3gwx	5.4
1yi3	5.4
4m3p	5.4
1uvs	5.4
5mqe	5.4
5m2v	5.4
3arn	5.41
5u5t	5.41
4dro	5.41
5cbs	5.41
3kai	5.41
5etm	5.41
3qci	5.42
1xot	5.42
1nu8	5.42
1gja	5.42
5ksx	5.43
4p2t	5.43
3k5f	5.43
1fq7	5.43
2qu2	5.43
4osf	5.44
3ggc	5.44
3my1	5.45
1lv8	5.46
2fie	5.46
2cn8	5.46
6ekq	5.46
4zly	5.46
5ye7	5.46
1gi1	5.47
6c7w	5.47
4qb3	5.47
5u0f	5.47
5nn5	5.47
5alx	5.48
4oq6	5.48
2qyk	5.48
4c5w	5.48
3qch	5.48
5lkr	5.48
2nww	5.48
4d2r	5.48
3vp1	5.48
4ycu	5.48
2o0u	5.49
4w9f	5.49
3bvb	5.49
3h0b	5.49
2h4k	5.49
1pyn	5.49
4ura	5.5
6hm6	5.5
3lfn	5.5
2ajb	5.5
3cn0	5.51
3u51	5.51
6ewe	5.51
3da9	5.51
3hqr	5.52
6exm	5.52
2ga2	5.52
4en4	5.52
5juz	5.52
3iog	5.52
1a8i	5.52
3i97	5.52
6esm	5.53
1oiq	5.54
5a81	5.54
4r4c	5.54
4dtt	5.54
1ha2	5.54
6boe	5.54
3f07	5.54
5lgn	5.54
3sdg	5.55
5l2n	5.55
4fri	5.55
4ie6	5.55
1njd	5.57
1jak	5.57
2nmx	5.57
4xh6	5.57
5all	5.57
5n9r	5.59
3sha	5.59
5t9w	5.59
4kxm	5.59
5a82	5.6
3bl1	5.6
4zzy	5.6
5toe	5.6
5lhg	5.6
1vfn	5.6
3lfs	5.6
3cbp	5.6
4uiy	5.6
1lev	5.6
3qce	5.6
4btl	5.6
1cqp	5.62
1a08	5.62
6bh2	5.62
1fyr	5.62
5jq5	5.63
5d0c	5.63
3s8l	5.64
3iw7	5.64
1f57	5.64
4zs0	5.64
3hv6	5.64
2ojg	5.64
2xkd	5.64
1hlf	5.64
6es0	5.65
3oxi	5.66
5tcc	5.66
6fqu	5.66
1n5r	5.66
5t2y	5.66
3b1t	5.66
4yo6	5.66
5m4k	5.66
5g3m	5.66
6f28	5.67
2h15	5.67
3zmp	5.67
1nhx	5.68
5o2d	5.68
4jfj	5.68
4d2p	5.68
2vr4	5.68
3ha6	5.68
4mg9	5.68
3vi5	5.68
2a14	5.7
6eip	5.7
5k1v	5.7
4tky	5.7
2ya6	5.7
2o3z	5.7
4f39	5.7
1n1m	5.7
1g4k	5.7
2x7c	5.7
4l2l	5.7
2i4z	5.7
2xpb	5.7
3b0w	5.7
3g0c	5.7
2gpp	5.7
3c4h	5.7
5ajz	5.7
5lz4	5.7
2uz9	5.71
3t3h	5.71
4obz	5.72
5lx6	5.72
3c4f	5.72
5y9l	5.72
5b5o	5.72
3b1u	5.72
4xuh	5.73
3m3z	5.73
1o5e	5.74
2viy	5.74
3pb7	5.74
5u4b	5.74
6boy	5.74
4j3i	5.74
2b1v	5.74
5cbr	5.74
5yjf	5.74
4zsp	5.74
2c68	5.74
4tkh	5.74
4f70	5.74
4dk8	5.74
3g9n	5.74
6ev0	5.74
5eis	5.74
3jyj	5.74
2ph8	5.74
4o2b	5.74
4mn3	5.75
4iku	5.75
1rhm	5.76
4nwc	5.76
4a95	5.76
2cmc	5.76
3rm4	5.77
2pg2	5.77
3njy	5.77
6eij	5.77
5jas	5.77
5f37	5.77
6hjj	5.77
5fsn	5.77
2xp7	5.77
4lbo	5.77
5dda	5.78
4z2k	5.78
1y57	5.79
5n31	5.79
2i40	5.8
5t23	5.8
1ppm	5.8
5h15	5.8
3e63	5.8
3il5	5.8
6eog	5.8
1wug	5.8
1jvp	5.8
6gu2	5.8
1lkl	5.81
6ey8	5.81
2nn1	5.82
4e9u	5.82
4rqk	5.82
2xez	5.82
6ced	5.82
3nzw	5.82
5a3w	5.82
3ind	5.82
3iue	5.82
4xs2	5.82
4k9g	5.82
1zyj	5.82
3fzs	5.82
5etk	5.82
1ktt	5.82
2ym4	5.82
5tb6	5.82
4yax	5.82
2xk7	5.82
4p5d	5.82
4edy	5.83
4bzn	5.84
4oex	5.84
5eng	5.85
1qbn	5.85
1yw7	5.85
6bfe	5.85
4qr3	5.85
4msu	5.85
2vmf	5.85
1utz	5.85
2bro	5.85
5q0z	5.85
5mme	5.85
5egu	5.85
4bis	5.85
3duy	5.85
4gsc	5.85
4mga	5.86
5akj	5.86
5za7	5.87
5lif	5.87
4cfl	5.88
6fmf	5.88
5h09	5.88
6fmc	5.88
5u62	5.89
2qlb	5.89
5t5g	5.89
5ngt	5.89
1ydk	5.89
4qmu	5.89
3wgw	5.89
2tmn	5.89
4p6e	5.89
3f9n	5.89
5oxg	5.89
1ett	5.89
1fpi	5.89
5u5h	5.89
2ooh	5.89
2viq	5.89
3wzu	5.89
5d3s	5.89
4bw1	5.9
1v2n	5.9
3jzk	5.91
6ey9	5.91
2c0o	5.91
5wzw	5.91
4mdq	5.92
1a4w	5.92
1yet	5.92
5ivc	5.92
4ztl	5.92
4p0x	5.92
5zfi	5.92
3vqh	5.92
5owl	5.92
4l3p	5.92
5ax3	5.92
2g9v	5.92
4h1j	5.92
1pph	5.92
4qye	5.92
1a4h	5.92
5i12	5.92
4i6b	5.93
6ej3	5.93
4mr4	5.94
3lmk	5.94
3lnk	5.94
2c4g	5.94
5ekh	5.95
6epa	5.95
5ale	5.95
4qxs	5.96
5jv0	5.96
5ho8	5.96
2fhy	5.96
4n1b	5.96
5jzn	5.96
2q92	5.96
4urk	5.96
1d6w	5.96
5n21	5.96
6eqp	5.96
5ttw	5.96
4msc	5.96
3fxw	5.96
1x7e	5.97
4zyu	5.97
4fm8	5.97
4wy6	5.97
4xub	5.97
5ald	5.97
5vse	5.97
3huc	5.99
4jv7	6.0
1ke8	6.0
1i7g	6.0
1di8	6.0
4pzx	6.0
2w8g	6.0
1a1e	6.0
3l4w	6.0
2am1	6.0
4o72	6.0
1f40	6.0
1xgj	6.0
1ceb	6.0
2ym3	6.0
2qa8	6.0
4d2t	6.0
4l7l	6.0
4x8g	6.0
4kwg	6.0
5vd1	6.0
4g2y	6.0
4zz3	6.0
1zgv	6.0
6bg5	6.0
5y1y	6.01
1eb2	6.01
5uez	6.01
2vl4	6.01
2vqm	6.01
5lz8	6.01
4tjw	6.02
2xwe	6.02
1zz1	6.02
5f5i	6.02
2w2i	6.04
4tkj	6.04
3zlq	6.04
1xbo	6.04
4nuc	6.04
3lbk	6.04
2wbb	6.04
5ur9	6.05
3max	6.05
3gus	6.05
3f66	6.05
5tur	6.05
6eln	6.05
5f3c	6.05
2q11	6.05
2nns	6.05
1qb6	6.06
4hlf	6.06
2ym6	6.06
1jmi	6.06
5jhb	6.06
2wmx	6.07
3le8	6.07
1mmp	6.07
4abv	6.07
1xo2	6.07
3b25	6.07
4ec0	6.07
2vtn	6.07
2pjt	6.07
2w5g	6.07
4kp5	6.08
3rhx	6.08
1kz8	6.08
3kaf	6.08
4ir6	6.08
5h9r	6.08
1nhz	6.08
2g9r	6.08
5ll9	6.08
3bkk	6.08
6hpw	6.09
5ehy	6.09
4pni	6.09
5wuu	6.09
4e8y	6.09
5yqo	6.09
1ftj	6.09
5e7n	6.09
5vom	6.1
1azm	6.1
5y86	6.1
6bbv	6.1
4ya8	6.1
1zxv	6.1
2vwz	6.1
6f8u	6.1
4akn	6.1
4l19	6.1
4hxm	6.1
4wp7	6.1
2cvd	6.1
2flr	6.1
5dd9	6.11
6b4d	6.11
4kao	6.11
4c9w	6.11
2o63	6.11
4tqn	6.11
4j1h	6.11
4hzt	6.12
4aw5	6.12
1o2g	6.12
5l2o	6.12
2vpp	6.12
5alo	6.13
4jlj	6.13
2c6k	6.14
3kme	6.14
2fqt	6.14
5u49	6.14
5v9p	6.14
4zx1	6.14
3fpd	6.15
2zdz	6.15
5nqe	6.15
6g98	6.15
4r5v	6.15
5dit	6.15
2y1g	6.15
3v6r	6.15
4msl	6.15
3rm8	6.15
2gfs	6.15
1zs0	6.15
5xvf	6.15
5lyw	6.15
1tsl	6.15
4p4j	6.15
4hnf	6.15
3usn	6.15
6guk	6.15
3bbt	6.15
2evm	6.16
4mse	6.16
5h0h	6.16
4o04	6.16
1ppc	6.16
1okv	6.17
3hp2	6.17
5ddf	6.17
4ikt	6.17
6h1h	6.17
4b9k	6.17
3bkl	6.17
2kce	6.17
1shd	6.17
1k1o	6.17
5tzh	6.17
3wff	6.18
2vti	6.18
2c3j	6.18
1ke9	6.18
5km1	6.18
4wrb	6.19
1dx6	6.19
4umu	6.19
2qyl	6.19
3fr4	6.19
5c84	6.19
3v8s	6.19
3u5l	6.19
4r8y	6.19
5l2t	6.19
5aiv	6.19
6c91	6.19
3zcw	6.19
4b72	6.2
3fzt	6.2
5ukl	6.2
1owe	6.2
2gmv	6.2
4k6i	6.2
4bw4	6.2
6eea	6.2
3s8n	6.21
4deh	6.21
5vyy	6.21
3lmp	6.21
5ukk	6.21
4eyj	6.21
5ktu	6.21
4ir5	6.21
2zm3	6.21
3vid	6.21
3n0h	6.21
5en3	6.21
5uqx	6.21
3i7i	6.21
5ttf	6.21
2g6p	6.22
4m0e	6.22
2b53	6.22
4mjo	6.22
4e5d	6.22
1l8g	6.22
4bqg	6.22
4mdn	6.22
2viz	6.22
3o0g	6.22
4b14	6.22
3h0w	6.22
6aud	6.22
4kxl	6.22
4anq	6.22
2n0u	6.22
3l5f	6.22
4ikr	6.23
1pmu	6.23
2qu3	6.23
3ro4	6.23
4wr8	6.23
5wa8	6.23
3s3v	6.23
5y12	6.23
3dv1	6.23
2vx0	6.24
4z22	6.24
3fqh	6.24
2qyn	6.24
3o8h	6.24
5ais	6.24
5ajv	6.24
2fai	6.24
5mat	6.24
1tow	6.24
3vh9	6.24
2fix	6.24
1xn0	6.24
2q93	6.25
1ke5	6.25
3ans	6.25
3q5h	6.25
1zky	6.25
4bcp	6.25
2ok1	6.26
3su4	6.26
4li5	6.26
1oyn	6.26
3rhk	6.26
5cxz	6.26
3wix	6.27
2j94	6.27
4gb9	6.27
6aol	6.27
5arf	6.27
4r4i	6.27
4wvs	6.27
1pbq	6.27
3oc0	6.28
2wo8	6.28
4djw	6.28
4abu	6.28
2wu7	6.28
5ix0	6.28
2gfd	6.28
4bgk	6.28
2viv	6.28
5i86	6.28
2esm	6.28
3vhv	6.29
4y2x	6.29
6elo	6.29
4r06	6.29
3g3n	6.29
6ekn	6.29
4fjz	6.29
2g0g	6.29
5za8	6.29
4qt0	6.29
6cbh	6.29
6ayd	6.3
5d25	6.3
6gy1	6.3
2zv2	6.3
3qcj	6.3
2w8f	6.3
3o23	6.3
1a2c	6.3
2w4i	6.3
1pwp	6.3
2r3f	6.3
5ar5	6.3
4bw3	6.3
5nar	6.3
4yfi	6.3
4oq5	6.3
5nb6	6.3
3vzd	6.3
1wm1	6.3
3g1m	6.3
6hu3	6.3
4a9m	6.3
4f63	6.3
2bal	6.31
4z6i	6.31
3q44	6.31
4bg1	6.31
2op3	6.31
4qq5	6.32
4awq	6.32
2uyi	6.32
6czu	6.32
3ebh	6.32
3hv3	6.33
5u4d	6.33
5n49	6.33
2y1w	6.33
3nsh	6.33
5fue	6.33
1ex8	6.33
6d5j	6.34
3iut	6.34
5bms	6.34
4hev	6.34
5up0	6.34
1i00	6.34
6da4	6.34
4z0k	6.34
4pnr	6.34
3ckp	6.35
5lz5	6.35
3fr5	6.35
3eid	6.35
1cbx	6.35
5tuy	6.35
4i0f	6.35
4zpe	6.35
1gjc	6.35
1yrs	6.35
2owb	6.36
3g90	6.36
4j0y	6.36
1o49	6.36
4psq	6.36
1fta	6.36
3oku	6.36
5ant	6.36
1gx8	6.37
5g53	6.37
5uqv	6.37
4r91	6.37
5klz	6.37
5u7l	6.37
2w9h	6.37
5tln	6.37
2zdk	6.37
1hms	6.37
3l3a	6.38
1xm6	6.38
4yyt	6.38
3oqk	6.38
6bkx	6.39
5khk	6.39
5ylt	6.39
5xqx	6.39
3vyd	6.39
1o79	6.39
5akw	6.39
1a07	6.4
2o2u	6.4
1yvm	6.4
3sfi	6.4
4dpf	6.4
1a1c	6.4
1jrs	6.4
5l8y	6.4
2y8c	6.4
5tex	6.4
5v24	6.4
4u79	6.4
5ura	6.4
4hcv	6.4
5iuh	6.4
6f92	6.4
4je7	6.4
3kmc	6.4
4r1y	6.4
1a1b	6.4
4afj	6.4
4cga	6.4
5uk8	6.4
2zaz	6.4
10gs	6.4
5hz8	6.4
4e26	6.4
4j0r	6.41
5u7j	6.41
5ihh	6.41
5jxn	6.41
1xor	6.41
1pye	6.41
4o1b	6.41
5wbz	6.41
2wmw	6.41
6eiq	6.42
6hvi	6.42
1o5a	6.42
4wnk	6.42
4zyc	6.42
1thl	6.42
4j0s	6.42
4i5p	6.42
4cik	6.43
2ivu	6.43
1t46	6.43
2bzz	6.43
5w8j	6.43
1nax	6.43
1n7j	6.43
4z2j	6.43
4nh9	6.43
6eeo	6.43
5vfd	6.44
6ekd	6.44
4tjy	6.44
4ea1	6.44
2xnp	6.44
5w84	6.44
6hqy	6.44
5m7m	6.45
5ye9	6.45
5jss	6.45
3kdu	6.46
1wbn	6.46
2vwu	6.46
5dbm	6.46
5ndd	6.46
2xdx	6.46
3pd8	6.46
1w2k	6.46
3tnh	6.46
1ro6	6.46
3anr	6.46
3o8p	6.46
4w4y	6.46
3i6m	6.46
5iwg	6.46
6b4l	6.47
5he5	6.47
4zji	6.47
3zh8	6.47
1wbt	6.47
3cm2	6.47
6ek3	6.48
3nc9	6.48
4n7e	6.48
3p3u	6.48
4e67	6.48
6fe0	6.48
2oz5	6.48
5yve	6.48
3u6a	6.49
5h19	6.49
5cu4	6.49
4hw3	6.49
3qar	6.49
3qel	6.49
3ara	6.49
1ru2	6.49
5i2f	6.49
3mho	6.49
6dqb	6.49
4yxi	6.5
4ith	6.5
3qcs	6.5
4oc0	6.5
6faf	6.51
5lgt	6.51
4hlg	6.51
2y56	6.51
2wtc	6.51
3hf8	6.51
5fdp	6.51
5jvi	6.51
3hv4	6.51
3c10	6.52
4bqx	6.52
3qkk	6.52
2x2k	6.52
2nt7	6.52
2v3e	6.52
4qps	6.52
2gz7	6.52
3zm6	6.52
2ima	6.52
2vev	6.52
2f9b	6.52
4krs	6.52
3hjo	6.52
6eum	6.52
4nj3	6.52
5alm	6.53
2p7g	6.53
3fuz	6.54
4a4v	6.54
1h39	6.54
3g4k	6.54
4ht2	6.54
5cqu	6.54
3mxc	6.54
3piy	6.54
4pv5	6.54
1hvy	6.54
3sr4	6.54
3sl8	6.54
1vyz	6.54
3pvu	6.54
5lsy	6.54
2evc	6.54
6eeh	6.54
2zns	6.54
